Node,Edge,Weight
Hawkeye,Lockheed,6
Hawkeye,Lockjaw,2
Hawkeye,Logan,1
Hawkeye,Loki,21
Hawkeye,Longshot,1
Hawkeye,Luke Cage,38
Hawkeye,M.O.D.O.K.,2
Hawkeye,Machine Man,1
Hawkeye,Mad Thinker,3
Hawkeye,Madame Hydra,3
Hawkeye,Madame Masque,9
Hawkeye,Madrox,3
Hawkeye,Maestro,3
Hawkeye,Magma,1
Hawkeye,Magneto,51
Hawkeye,Man-Wolf,2
Hawkeye,Mandarin,6
Hawkeye,Mantis,3
Hawkeye,Maria Hill,20
Hawkeye,Marvel Boy,14
Hawkeye,Marvel Zombies,3
Hawkeye,Mary Jane Watson,7
Hawkeye,Masque,2
Hawkeye,Mastermind,1
Hawkeye,Masters of Evil,3
Hawkeye,May Parker,3
Hawkeye,Medusa,9
Hawkeye,Mephisto,5
Hawkeye,Mimic,1
Hawkeye,Miss America,11
Hawkeye,Misty Knight,5
Hawkeye,Mockingbird,43
Hawkeye,Mole Man,8
Hawkeye,Moon Knight,10
Hawkeye,Moondragon,4
Hawkeye,Moonstone,1
Hawkeye,Mr. Fantastic,27
Hawkeye,Mr. Negative,1
Hawkeye,Ms. America,30
Hawkeye,Ms. Marvel,3
Hawkeye,Mystique,4
Hawkeye,Namor,12
Hawkeye,Natasha Romanoff,5
Hawkeye,New Warriors,3
Hawkeye,Nick Fury,48
Hawkeye,Nightcrawler,17
Hawkeye,Nighthawk,2
Hawkeye,Nomad,5
Hawkeye,Norman Osborn,9
Hawkeye,Nova,5
Hawkeye,Odin,4
Hawkeye,Old Man Logan,3
Hawkeye,Onslaught,2
Hawkeye,Ozymandias,1
Hawkeye,Paladin,1
Hawkeye,Patriot,13
Hawkeye,Penance,1
Hawkeye,Pepper Potts,1
Hawkeye,Peter Parker,1
Hawkeye,Photon,1
Hawkeye,Pixie,1
Hawkeye,Prodigy,7
Hawkeye,Professor X,20
Hawkeye,Psylocke,3
Hawkeye,Punisher,14
Hawkeye,Puppet Master,3
Hawkeye,Pyro,4
Hawkeye,Quasar,8
Hawkeye,Quasimodo,2
Hawkeye,Quentin Quire,20
Hawkeye,Quicksilver,109
Hawkeye,Radioactive Man,5
Hawkeye,Red Ghost,1
Hawkeye,Red Guardian,4
Hawkeye,Red Hulk,23
Hawkeye,Red She-Hulk,4
Hawkeye,Red Skull,15
Hawkeye,Red Wolf,16
Hawkeye,Redwing,3
Hawkeye,Reptil,6
Hawkeye,Rick Jones,7
Hawkeye,Robbie Robertson,2
Hawkeye,Rocket Raccoon,2
Hawkeye,Rogue,20
Hawkeye,Ronan,4
Hawkeye,Ronin,4
Hawkeye,S.H.I.E.L.D.,10
Hawkeye,Sabretooth,6
Hawkeye,Sauron,1
Hawkeye,Scarlet Spider,3
Hawkeye,Scarlet Witch,134
Hawkeye,Selene,1
Hawkeye,Sentinel,13
Hawkeye,Sentinels,1
Hawkeye,Sentry,9
Hawkeye,Sersi,6
Hawkeye,Shang-Chi,5
Hawkeye,Shanna the She-Devil,8
Hawkeye,Sharon Carter,12
Hawkeye,She-Hulk,26
Hawkeye,Shi'Ar,2
Hawkeye,Shockwave,1
Hawkeye,Sif,2
Hawkeye,Silver Sable,2
Hawkeye,Silver Samurai,4
Hawkeye,Silver Surfer,6
Hawkeye,Sin,10
Hawkeye,Skrulls,1
Hawkeye,Songbird,1
Hawkeye,Spectrum,6
Hawkeye,Speed,5
Hawkeye,Spider-Girl,9
Hawkeye,Spider-Man,139
Hawkeye,Spider-Woman,65
Hawkeye,Squadron Sinister,2
Hawkeye,Star Brand,1
Hawkeye,Starfox,2
Hawkeye,Stature,7
Hawkeye,Stegron,1
Hawkeye,Steve Rogers,9
Hawkeye,Stingray,2
Hawkeye,Storm,21
Hawkeye,Sub-Mariner,9
Hawkeye,Sunspot,3
Hawkeye,Super-Adaptoid,4
Hawkeye,Swordsman,12
Hawkeye,Taskmaster,5
Hawkeye,Taurus,1
Hawkeye,Terrax,2
Hawkeye,Thanos,5
Hawkeye,The Collector,5
Hawkeye,The Hood,2
Hawkeye,Thing,40
Hawkeye,Thor,191
Hawkeye,Thunderbolt Ross,1
Hawkeye,Thunderbolts,18
Hawkeye,Tigra,15
Hawkeye,Titania,1
Hawkeye,Titanium Man,7
Hawkeye,Toad,7
Hawkeye,Tombstone,1
Hawkeye,Triton,1
Hawkeye,U.S. Agent,3
Hawkeye,Uatu The Watcher,4
Hawkeye,Ultimates,23
Hawkeye,Ultimatum,1
Hawkeye,Ultron,17
Hawkeye,Valkyrie,9
Hawkeye,Vanisher,2
Hawkeye,Vengeance,3
Hawkeye,Venom,16
Hawkeye,Vertigo,1
Hawkeye,Viper,5
Hawkeye,Vision,96
Hawkeye,War Machine,7
Hawkeye,Warbird,1
Hawkeye,Wasp,119
Hawkeye,Whiplash,3
Hawkeye,Whirlwind,3
Hawkeye,White Tiger,4
Hawkeye,Whizzer,1
Hawkeye,Wiccan,26
Hawkeye,William Stryker,1
Hawkeye,Winter Soldier,20
Hawkeye,Wolverine,88
Hawkeye,Wonder Man,32
Hawkeye,Wong,1
Hawkeye,Wrecking Crew,4
Hawkeye,X-23,11
Hawkeye,Yellowjacket,17
Hawkeye,Young Avengers,28
Hawkeye,Zaladane,1
Hawkeye,Zaran,1
Hawkeye,Zarda,1
Hawkeye,Zemo,2
Hawkeye,Zeus,3
Hecate,Hellcat,1
Hecate,Hercules,2
Hecate,Hulk,1
Hecate,Human Torch,1
Hecate,Immortus,2
Hecate,Iron Man,4
Hecate,Iron Patriot,4
Hecate,Kang,12
Hecate,Quicksilver,2
Hecate,Scarlet Witch,3
Hecate,She-Hulk,1
Hecate,Sub-Mariner,3
Hecate,Swordsman,1
Hecate,Thing,1
Hecate,Thor,5
Hecate,U.S. Agent,4
Hecate,Vision,1
Hecate,Wasp,2
Hecate,Yellowjacket,1
Hela,Hercules,1
Hela,Hulk,4
Hela,Human Torch,2
Hela,Invisible Woman,2
Hela,Iron Man,8
Hela,Jane Foster,2
Hela,Jean Grey,1
Hela,Killraven,1
Hela,Kitty Pryde,1
Hela,Lady Deathstrike,1
Hela,Layla Miller,1
Hela,Loki,18
Hela,Longshot,5
Hela,M,6
Hela,Madrox,2
Hela,Magik,3
Hela,Magma,3
Hela,Malekith,3
Hela,Man-Thing,1
Hela,Marauders,1
Hela,Marrow,1
Hela,Medusa,1
Hela,Mephisto,14
Hela,Misty Knight,1
Hela,Mr. Fantastic,2
Hela,Multiple Man,4
Hela,Mystique,1
Hela,New Mutants,15
Hela,Nick Fury,1
Hela,Norman Osborn,1
Hela,Odin,9
Hela,Peggy Carter,1
Hela,Polaris,5
Hela,Punisher,1
Hela,Rawhide Kid,1
Hela,Red She-Hulk,1
Hela,Rictor,5
Hela,Satana,5
Hela,Scarlet Witch,5
Hela,Shatterstar,5
Hela,Sif,8
Hela,Spider-Man,1
Hela,Stellaris,1
Hela,Strong Guy,3
Hela,Sunspot,4
Hela,Surtur,4
Hela,Thing,2
Hela,Thor,35
Hela,Tomorrow Man,2
Hela,Vulture,3
Hela,Warlock,3
Hela,Wasp,1
Hela,Wolfsbane,6
Hela,X-Factor,2
Hela,X-Factor Investigations,6
Hela,X-Man,3
Hellcat,Hercules,7
Hellcat,Hulk,20
Hellcat,Human Torch,8
Hellcat,Iceman,1
Hellcat,Immortus,1
Hellcat,Invisible Woman,6
Hellcat,Iron Man,36
Hellcat,Jasper Sitwell,1
Hellcat,Jean Grey,1
Hellcat,Jessica Jones,2
Hellcat,Jubilee,5
Hellcat,Justice,4
Hellcat,Ka-Zar,1
Hellcat,Kang,8
Hellcat,Kitty Pryde,1
Hellcat,Klaw,4
Hellcat,Korvac,2
Hellcat,Lethal Legion,4
Hellcat,Living Laser,1
Hellcat,Living Lightning,1
Hellcat,Loki,10
Hellcat,Luke Cage,1
Hellcat,Machine Man,1
Hellcat,Magik,1
Hellcat,Magneto,4
Hellcat,Man-Wolf,1
Hellcat,Mandarin,1
Hellcat,Mantis,5
Hellcat,Marrow,1
Hellcat,Masters of Evil,2
Hellcat,Mephisto,1
Hellcat,Misty Knight,3
Hellcat,Mockingbird,2
Hellcat,Moon Knight,6
Hellcat,Moondragon,7
Hellcat,Moonstone,1
Hellcat,Mr. Fantastic,5
Hellcat,Ms. Marvel,1
Hellcat,Namor,1
Hellcat,Nick Fury,13
Hellcat,Night Thrasher,1
Hellcat,Nightcrawler,1
Hellcat,Nighthawk,7
Hellcat,Nova,1
Hellcat,Onslaught,1
Hellcat,Penance,1
Hellcat,Psylocke,1
Hellcat,Quicksilver,1
Hellcat,Radioactive Man,2
Hellcat,Rogue,1
Hellcat,Scarlet Witch,19
Hellcat,She-Hulk,24
Hellcat,Shocker,1
Hellcat,Silver Surfer,1
Hellcat,Sleepwalker,4
Hellcat,Spider-Man,9
Hellcat,Squadron Sinister,2
Hellcat,Steve Rogers,1
Hellcat,Storm,2
Hellcat,Sub-Mariner,3
Hellcat,Super-Adaptoid,1
Hellcat,Swordsman,6
Hellcat,Taskmaster,5
Hellcat,The Order,2
Hellcat,Thing,3
Hellcat,Thor,17
Hellcat,Tigra,2
Hellcat,Ultron,2
Hellcat,Valkyrie,4
Hellcat,Victor Von Doom,2
Hellcat,Vision,17
Hellcat,War Machine,3
Hellcat,Wasp,5
Hellcat,Weapon Omega,4
Hellcat,Whirlwind,2
Hellcat,Wolverine,1
Hellcat,Wonder Man,7
Hellcat,Yellowjacket,2
Hellcat,Zodiak,1
Hellfire Club,Holocaust,1
Hellfire Club,Husk,2
Hellfire Club,Iceman,2
Hellfire Club,Iron Man,3
Hellfire Club,Jean Grey,2
Hellfire Club,Jetstream,1
Hellfire Club,Jubilee,2
Hellfire Club,Katie Power,1
Hellfire Club,Kitty Pryde,8
Hellfire Club,Klaw,1
Hellfire Club,Lady Deathstrike,1
Hellfire Club,Legion,1
Hellfire Club,Lockheed,1
Hellfire Club,Longshot,1
Hellfire Club,Machine Man,1
Hellfire Club,Magik,1
Hellfire Club,Magneto,5
Hellfire Club,Meltdown,2
Hellfire Club,Mojo,1
Hellfire Club,Mystique,2
Hellfire Club,Nemesis,1
Hellfire Club,New Mutants,3
Hellfire Club,Nick Fury,3
Hellfire Club,Nightcrawler,6
Hellfire Club,Ord,1
Hellfire Club,Paladin,1
Hellfire Club,Pretty Boy,1
Hellfire Club,Professor X,6
Hellfire Club,Psylocke,4
Hellfire Club,Riptide,1
Hellfire Club,Risque,1
Hellfire Club,Rogue,4
Hellfire Club,S.H.I.E.L.D.,1
Hellfire Club,Sabretooth,1
Hellfire Club,Sage,1
Hellfire Club,Sebastian Shaw,7
Hellfire Club,Selene,2
Hellfire Club,Sentinel,1
Hellfire Club,Sentinels,6
Hellfire Club,Silver Samurai,1
Hellfire Club,Skin,1
Hellfire Club,Spider-Man,2
Hellfire Club,Stacy X,2
Hellfire Club,Storm,9
Hellfire Club,Sunspot,1
Hellfire Club,Tarot,1
Hellfire Club,Thunderbird,2
Hellfire Club,Tony Stark,1
Hellfire Club,Uatu The Watcher,1
Hellfire Club,Viper,1
Hellfire Club,Warpath,1
Hellfire Club,Wolverine,12
Hellfire Club,X-23,1
Hellfire Club,X-Force,1
Hellfire Club,X-Man,1
Hellfire Club,Zaladane,1
Hellion,Hellions,1
Hellion,Husk,1
Hellion,Iron Man,6
Hellion,Jubilee,1
Hellion,Karolina Dean,1
Hellion,Loa,1
Hellion,Lockheed,1
Hellion,Magik,1
Hellion,Magma,1
Hellion,Magneto,2
Hellion,Mercury,9
Hellion,Molly Hayes,1
Hellion,Ms. Marvel,2
Hellion,Mystique,1
Hellion,Namor,1
Hellion,New Mutants,2
Hellion,New X-Men,14
Hellion,Nico Minoru,1
Hellion,Nightmare,1
Hellion,Nuke,2
Hellion,Old Lace,1
Hellion,Pixie,1
Hellion,Prodigy,9
Hellion,Psylocke,1
Hellion,Rockslide,12
Hellion,Rogue,2
Hellion,Runaways,1
Hellion,Sabretooth,2
Hellion,Sentinel,1
Hellion,Shiva,1
Hellion,Silver Samurai,1
Hellion,Stepford Cuckoos,1
Hellion,Storm,1
Hellion,Surge,11
Hellion,Tag,7
Hellion,Wallflower,6
Hellion,William Stryker,1
Hellion,Wind Dancer,6
Hellion,Wither,8
Hellion,Wolfsbane,3
Hellion,Wolverine,4
Hellion,X-23,11
Hellions,Karma,2
Hellions,Lockheed,1
Hellions,Magik,2
Hellions,Magma,2
Hellions,New Mutants,4
Hellions,New Warriors,1
Hellions,New X-Men,3
Hellions,Nightcrawler,1
Hellions,Prodigy,2
Hellions,Rockslide,1
Hellions,Sunspot,2
Hellions,Surge,2
Hellions,Tag,1
Hellions,Wallflower,3
Hellions,Warlock,2
Hellions,Wind Dancer,2
Hellions,Wither,2
Hellions,Wolfsbane,2
Hemingway,Jubilee,1
Hemingway,Marrow,1
Hemingway,Mister Sinister,1
Hemingway,Psylocke,1
Hemingway,Rogue,1
Hemingway,Skin,1
Hemingway,Storm,1
Hemingway,Wolverine,1
Henry Peter Gyrich,Iron Man,3
Henry Peter Gyrich,Iron Patriot,2
Henry Peter Gyrich,J. Jonah Jameson,1
Henry Peter Gyrich,Justice,4
Henry Peter Gyrich,Komodo,6
Henry Peter Gyrich,MVP,2
Henry Peter Gyrich,Medusa,3
Henry Peter Gyrich,Nick Fury,1
Henry Peter Gyrich,Power Pack,1
Henry Peter Gyrich,Rage,3
Henry Peter Gyrich,Sharon Carter,2
Henry Peter Gyrich,Slapstick,2
Henry Peter Gyrich,Spider-Man,3
Henry Peter Gyrich,Stature,1
Henry Peter Gyrich,Taskmaster,2
Henry Peter Gyrich,The Hood,3
Henry Peter Gyrich,The Initiative,6
Henry Peter Gyrich,Thor Girl,2
Henry Peter Gyrich,Trauma,2
Henry Peter Gyrich,Triathlon,1
Henry Peter Gyrich,Venom,1
Henry Peter Gyrich,War Machine,3
Henry Peter Gyrich,Wasp,3
Henry Peter Gyrich,Winter Soldier,2
Henry Peter Gyrich,Wonder Man,1
Henry Peter Gyrich,Yellowjacket,6
Hepzibah,Hobgoblin,2
Hepzibah,Hulk,1
Hepzibah,Human Torch,4
Hepzibah,Hussar,2
Hepzibah,Hydra,1
Hepzibah,Iceman,1
Hepzibah,Imperial Guard,2
Hepzibah,Iron Man,7
Hepzibah,Jean Grey,3
Hepzibah,Jubilee,4
Hepzibah,Juggernaut,1
Hepzibah,Julian Keller,1
Hepzibah,Karma,1
Hepzibah,Kitty Pryde,2
Hepzibah,Klaw,1
Hepzibah,Lady Deathstrike,1
Hepzibah,Lilandra,21
Hepzibah,Lockheed,5
Hepzibah,Longshot,1
Hepzibah,Magma,3
Hepzibah,Magneto,5
Hepzibah,Mastermind,1
Hepzibah,Moon Knight,1
Hepzibah,Mr. Fantastic,2
Hepzibah,Mystique,1
Hepzibah,New Mutants,1
Hepzibah,Nightcrawler,21
Hepzibah,Oracle,6
Hepzibah,Polaris,6
Hepzibah,Professor X,11
Hepzibah,Proudstar,1
Hepzibah,Psylocke,3
Hepzibah,Pyro,1
Hepzibah,Quasar,2
Hepzibah,Rachel Grey,2
Hepzibah,Raza,27
Hepzibah,Rogue,8
Hepzibah,Shadow King,2
Hepzibah,Shi'Ar,1
Hepzibah,Silver Samurai,1
Hepzibah,Smasher,2
Hepzibah,Spiral,1
Hepzibah,Starbolt,2
Hepzibah,Starjammers,6
Hepzibah,Storm,22
Hepzibah,Sunspot,4
Hepzibah,Tempest,1
Hepzibah,The Collector,1
Hepzibah,Thing,2
Hepzibah,Thunderbird,2
Hepzibah,Vision,2
Hepzibah,Vulcan,3
Hepzibah,Warpath,2
Hepzibah,Warstar,2
Hepzibah,Wasp,1
Hepzibah,Wolverine,23
Hepzibah,Wonder Man,1
Hepzibah,X-23,1
Hercules,High Evolutionary,3
Hercules,Hitman,1
Hercules,Hulk,35
Hercules,Hulkling,2
Hercules,Human Torch,18
Hercules,Hydra,1
Hercules,Hydro-Man,1
Hercules,Hyperion,2
Hercules,Iceman,27
Hercules,Ikaris,2
Hercules,Immortus,3
Hercules,In-Betweener,1
Hercules,Inhumans,3
Hercules,Invisible Woman,10
Hercules,Iron Fist,5
Hercules,Iron Man,47
Hercules,Iron Patriot,2
Hercules,James Howlett,1
Hercules,Jane Foster,7
Hercules,Jean Grey,3
Hercules,Jocasta,14
Hercules,Juggernaut,4
Hercules,Justice,10
Hercules,Kang,17
Hercules,Karma,2
Hercules,Karolina Dean,1
Hercules,Kingpin,4
Hercules,Klaw,3
Hercules,Korath,2
Hercules,Korg,2
Hercules,Kraven the Hunter,1
Hercules,Kree,3
Hercules,Lava-Man,1
Hercules,Leader,3
Hercules,Lightspeed,2
Hercules,Lilandra,3
Hercules,Living Laser,1
Hercules,Living Lightning,10
Hercules,Loki,19
Hercules,Luke Cage,4
Hercules,M.O.D.O.K.,2
Hercules,Machine Man,5
Hercules,Mad Thinker,2
Hercules,Maestro,2
Hercules,Magdalene,4
Hercules,Magik,1
Hercules,Magma,1
Hercules,Magneto,6
Hercules,Makkari,2
Hercules,Malekith,1
Hercules,Man-Thing,3
Hercules,Mandarin,1
Hercules,Marvel Boy,2
Hercules,Masters of Evil,1
Hercules,May Parker,1
Hercules,Medusa,2
Hercules,Mephisto,5
Hercules,Micromax,2
Hercules,Misty Knight,1
Hercules,Mockingbird,5
Hercules,Molecule Man,1
Hercules,Mongoose,1
Hercules,Moon Knight,3
Hercules,Moondragon,10
Hercules,Morbius,1
Hercules,Morgan Le Fay,1
Hercules,Mr. Fantastic,14
Hercules,Mystique,1
Hercules,Namor,12
Hercules,Namora,7
Hercules,Namorita,2
Hercules,Natasha Romanoff,2
Hercules,New Mutants,1
Hercules,Nick Fury,6
Hercules,Nico Minoru,1
Hercules,Nightcrawler,3
Hercules,Nightmare,5
Hercules,Norman Osborn,5
Hercules,Northstar,3
Hercules,Nova,12
Hercules,Odin,12
Hercules,Omega,1
Hercules,Paladin,1
Hercules,Patriot,1
Hercules,Penance,1
Hercules,Phil Coulson,1
Hercules,Photon,10
Hercules,Polaris,2
Hercules,Prodigy,1
Hercules,Professor X,3
Hercules,Psylocke,6
Hercules,Puck,1
Hercules,Punisher,1
Hercules,Pyro,1
Hercules,Quasar,19
Hercules,Quasimodo,2
Hercules,Quicksilver,47
Hercules,Radioactive Man,3
Hercules,Rage,3
Hercules,Red Guardian,2
Hercules,Red Hulk,1
Hercules,Reptil,1
Hercules,Rhino,1
Hercules,Rick Jones,4
Hercules,Rictor,1
Hercules,Rocket Raccoon,1
Hercules,Rogue,5
Hercules,Ronan,2
Hercules,S.H.I.E.L.D.,3
Hercules,Sabretooth,2
Hercules,Sage,1
Hercules,Sandman,1
Hercules,Sasquatch,5
Hercules,Scarlet Witch,48
Hercules,Scorpion,2
Hercules,Scourge,1
Hercules,Secret Warriors,1
Hercules,Sentinel,2
Hercules,Sentry,1
Hercules,Sersi,16
Hercules,Shaman,3
Hercules,She-Hulk,28
Hercules,Shi'Ar,2
Hercules,Sif,7
Hercules,Silver Surfer,11
Hercules,Silverclaw,3
Hercules,Skaar,3
Hercules,Skrulls,6
Hercules,Snowbird,5
Hercules,Spectrum,2
Hercules,Speed,2
Hercules,Spider-Man,24
Hercules,Spider-Woman,1
Hercules,Star-Lord,5
Hercules,Starfox,1
Hercules,Stature,14
Hercules,Stingray,4
Hercules,Storm,5
Hercules,Sub-Mariner,11
Hercules,Sunfire,1
Hercules,Surtur,1
Hercules,Swordsman,1
Hercules,Talisman,2
Hercules,Tempest,1
Hercules,Thanos,1
Hercules,The Collector,4
Hercules,The Watchers,1
Hercules,Thena,2
Hercules,Thing,6
Hercules,Thor,78
Hercules,Thunderbolt Ross,2
Hercules,Thunderbolts,1
Hercules,Thundra,1
Hercules,Tigra,6
Hercules,Titania,1
Hercules,Titanium Man,1
Hercules,Toad,4
Hercules,Triathlon,2
Hercules,U.S. Agent,10
Hercules,Ulik,2
Hercules,Ultron,6
Hercules,Umar,1
Hercules,Union Jack,1
Hercules,Venus,1
Hercules,Victor Von Doom,1
Hercules,Vision,47
Hercules,Vulture,1
Hercules,Wasp,36
Hercules,Wendigo,1
Hercules,Whirlwind,1
Hercules,Wiccan,2
Hercules,Wolverine,15
Hercules,Wonder Man,19
Hercules,Wong,1
Hercules,Wrecking Crew,1
Hercules,X-23,1
Hercules,X-Factor,1
Hercules,Yellowjacket,2
Hercules,Young Avengers,2
Hercules,Zemo,2
Hercules,Zeus,27
Hercules,Zuras,1
Heroes For Hire,High Evolutionary,1
Heroes For Hire,Human Torch,2
Heroes For Hire,Humbug,3
Heroes For Hire,Iron Fist,45
Heroes For Hire,Jeryn Hogarth,5
Heroes For Hire,Luke Cage,1
Heroes For Hire,Misty Knight,32
Heroes For Hire,Mole Man,1
Heroes For Hire,Moon Knight,4
Heroes For Hire,Nightcrawler,1
Heroes For Hire,Paladin,7
Heroes For Hire,Punisher,1
Heroes For Hire,Puppet Master,1
Heroes For Hire,Purple Man,1
Heroes For Hire,Quicksilver,2
Heroes For Hire,Sabretooth,1
Heroes For Hire,Satana,1
Heroes For Hire,Shang-Chi,4
Heroes For Hire,Silver Sable,2
Heroes For Hire,Sons of the Tiger,1
Heroes For Hire,Spider-Man,1
Heroes For Hire,Tarantula,4
Heroes For Hire,Thunderbolt,1
Heroes For Hire,Warhawk,1
Heroes For Hire,Wolverine,2
High Evolutionary,Hulk,5
High Evolutionary,Human Torch,6
High Evolutionary,Iceman,1
High Evolutionary,Impossible Man,1
High Evolutionary,Invisible Woman,6
High Evolutionary,Iron Fist,1
High Evolutionary,Iron Man,3
High Evolutionary,Jean Grey,1
High Evolutionary,Juggernaut,1
High Evolutionary,Ka-Zar,2
High Evolutionary,Leader,1
High Evolutionary,Leech,1
High Evolutionary,Lockheed,2
High Evolutionary,Loki,2
High Evolutionary,Longshot,3
High Evolutionary,Madelyne Pryor,1
High Evolutionary,Magma,2
High Evolutionary,Mantis,1
High Evolutionary,Mockingbird,1
High Evolutionary,Mojo,1
High Evolutionary,Mole Man,2
High Evolutionary,Mongoose,1
High Evolutionary,Moon Knight,1
High Evolutionary,Moondragon,2
High Evolutionary,Mr. Fantastic,6
High Evolutionary,Ms. America,1
High Evolutionary,Ms. Marvel,1
High Evolutionary,Nebula,3
High Evolutionary,Nightcrawler,1
High Evolutionary,Nova,1
High Evolutionary,Odin,2
High Evolutionary,Penance,1
High Evolutionary,Professor X,1
High Evolutionary,Psylocke,2
High Evolutionary,Puppet Master,1
High Evolutionary,Purifiers,1
High Evolutionary,Quasar,6
High Evolutionary,Quicksilver,1
High Evolutionary,Rocket Raccoon,1
High Evolutionary,Rogue,1
High Evolutionary,Ronan,6
High Evolutionary,Shanna the She-Devil,2
High Evolutionary,She-Hulk,1
High Evolutionary,Sif,2
High Evolutionary,Silver Surfer,3
High Evolutionary,Skrulls,1
High Evolutionary,Spectrum,1
High Evolutionary,Spider-Man,3
High Evolutionary,Spider-Woman,1
High Evolutionary,Star-Lord,6
High Evolutionary,Storm,1
High Evolutionary,Sub-Mariner,2
High Evolutionary,Super-Skrull,4
High Evolutionary,Synch,1
High Evolutionary,The Stranger,1
High Evolutionary,The Watchers,1
High Evolutionary,Thing,5
High Evolutionary,Thor,8
High Evolutionary,Thunderbolt Ross,1
High Evolutionary,Tigra,1
High Evolutionary,Tyrannus,1
High Evolutionary,Ulik,3
High Evolutionary,Ultron,6
High Evolutionary,Vision,1
High Evolutionary,Wolverine,1
High Evolutionary,Wonder Man,1
High Evolutionary,Wraith,3
High Evolutionary,Wrecker,1
High Evolutionary,Wrecking Crew,1
High Evolutionary,X-23,1
High Evolutionary,Zaladane,1
Hindsight Lad,Namorita,1
Hindsight Lad,New Warriors,2
Hindsight Lad,Night Thrasher,1
Hindsight Lad,Rage,1
Hindsight Lad,Speedball,1
Hindsight Lad,Timeslip,1
Hindsight Lad,Turbo,2
Hiroim,Hulk,5
Hiroim,Korg,2
Hiroim,Warbound,3
Hit-Monkey,Inhumans,1
Hit-Monkey,Jasper Sitwell,6
Hit-Monkey,Jubilee,1
Hit-Monkey,Living Mummy,1
Hit-Monkey,Machine Man,4
Hit-Monkey,Man-Thing,6
Hit-Monkey,Man-Wolf,6
Hit-Monkey,Old Man Logan,1
Hit-Monkey,Radioactive Man,2
Hit-Monkey,S.H.I.E.L.D.,6
Hit-Monkey,Slapstick,2
Hit-Monkey,Solo,2
Hit-Monkey,Spider-Man,3
Hit-Monkey,Stingray,2
Hit-Monkey,Terror,2
Hit-Monkey,Thor,1
Hit-Monkey,Thunderbolts,1
Hit-Monkey,Wolverine,1
Hitman,Human Torch,1
Hitman,Iceman,1
Hitman,Inhumans,1
Hitman,Iron Man,2
Hitman,Kingpin,1
Hitman,Kraven the Hunter,1
Hitman,Medusa,1
Hitman,Moon Knight,1
Hitman,Morbius,1
Hitman,Punisher,3
Hitman,Scorpion,1
Hitman,Spider-Man,4
Hitman,Vulture,2
Hobgoblin,Hulk,2
Hobgoblin,Human Torch,6
Hobgoblin,Hussar,3
Hobgoblin,Iceman,3
Hobgoblin,Imperial Guard,2
Hobgoblin,Inhumans,3
Hobgoblin,Invisible Woman,2
Hobgoblin,Iron Man,1
Hobgoblin,J. Jonah Jameson,6
Hobgoblin,Juggernaut,1
Hobgoblin,Karen Page,1
Hobgoblin,Karnak,3
Hobgoblin,Kingpin,12
Hobgoblin,Lilandra,4
Hobgoblin,Liz Osborn,2
Hobgoblin,Lizard,1
Hobgoblin,Lockjaw,1
Hobgoblin,Maddog,1
Hobgoblin,Magneto,1
Hobgoblin,Man-Wolf,2
Hobgoblin,Mary Jane Watson,8
Hobgoblin,May Parker,5
Hobgoblin,Medusa,3
Hobgoblin,Mephisto,1
Hobgoblin,Mole Man,2
Hobgoblin,Moon Knight,1
Hobgoblin,Morbius,1
Hobgoblin,Mr. Fantastic,4
Hobgoblin,Mysterio,2
Hobgoblin,Nightcrawler,1
Hobgoblin,Norman Osborn,3
Hobgoblin,Oracle,4
Hobgoblin,Paper Doll,1
Hobgoblin,Peter Parker,4
Hobgoblin,Polaris,1
Hobgoblin,Puma,1
Hobgoblin,Quasar,1
Hobgoblin,Raza,1
Hobgoblin,Rogue,1
Hobgoblin,Sabretooth,1
Hobgoblin,Sandman,3
Hobgoblin,Scorpion,3
Hobgoblin,Sinister Six,1
Hobgoblin,Smasher,2
Hobgoblin,Spencer Smythe,3
Hobgoblin,Spider-Girl,5
Hobgoblin,Spider-Man,43
Hobgoblin,Spider-Woman,2
Hobgoblin,Starbolt,1
Hobgoblin,Stick,2
Hobgoblin,Taskmaster,1
Hobgoblin,Tempest,1
Hobgoblin,Thing,1
Hobgoblin,Tombstone,2
Hobgoblin,Triton,2
Hobgoblin,Venom,3
Hobgoblin,Vulture,5
Hobgoblin,Warstar,1
Hobgoblin,Wong,2
Holocaust,Human Torch,1
Holocaust,Husk,1
Holocaust,Iceman,10
Holocaust,Invisible Woman,2
Holocaust,Jean Grey,2
Holocaust,Joseph,3
Holocaust,Jubilee,4
Holocaust,Karma,1
Holocaust,Kitty Pryde,1
Holocaust,Legion,1
Holocaust,Madelyne Pryor,1
Holocaust,Maggott,1
Holocaust,Magik,1
Holocaust,Magma,1
Holocaust,Magneto,23
Holocaust,Marrow,1
Holocaust,Mastermind,1
Holocaust,Mikhail Rasputin,1
Holocaust,Mister Sinister,11
Holocaust,Moira MacTaggert,1
Holocaust,Morph,2
Holocaust,Mr. Fantastic,2
Holocaust,Mystique,1
Holocaust,Namor,1
Holocaust,Nightcrawler,4
Holocaust,Northstar,1
Holocaust,Polaris,3
Holocaust,Post,2
Holocaust,Professor X,3
Holocaust,Quicksilver,7
Holocaust,Raza,2
Holocaust,Rictor,1
Holocaust,Risque,1
Holocaust,Rogue,18
Holocaust,S.H.I.E.L.D.,1
Holocaust,Sabra,2
